HGNC_id	HGNC_symbol	gencode_gene_id	gencode_gene_name	chr	start	end	strand	gene_status	gene_length_bp	log_gene_length	A_bp	C_bp	G_bp	T_bp	N_bp	other_bp	ACGT_bp	GC_fraction	GC_z	IUIS_flag	SFARI_R0_highconf_flag	SFARI_R1_highconf_flag	CoreSeed_flag	R0_group	GO_BP_degree	Reactome_degree	annotation_degree	annotation_degree_log1p	annotation_degree_log1p_z	mapping_method
HGNC:32040	LINC02868	ENSG00000203864	C1orf137	chr1	117236734	117249225	+	KNOWN	12492	9.43284371840297	3309	2469	2499	4215	0	0	12492	0.3976945244956772	-0.88267786634737	0	0	0	0	Background	0	0	0	0.0	-1.6122732253539795	ENSEMBL_PRIMARY+NO_EXACT_APPROVED
HGNC:1639	CD2	ENSG00000116824	CD2	chr1	117297007	117311850	+	KNOWN	14844	9.605351022180487	4054	3461	3538	3791	0	0	14844	0.47150363783346805	0.04734328003452739	0	0	0	0	Background	30	1	31	3.4657359027997265	0.9021823029016292	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:9601	PTGFRN	ENSG00000134247	PTGFRN	chr1	117452679	117532980	+	KNOWN	80302	11.293549806224938	21274	17364	18124	23540	0	0	80302	0.4419317078030435	-0.325273582896126	0	0	0	0	Background	12	0	12	2.5649493574615367	0.2486449958973196	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:5949	CD101	ENSG00000134256	CD101	chr1	117544382	117579167	+	KNOWN	34786	10.456970285968099	9955	7262	7574	9995	0	0	34786	0.42649341689185305	-0.5198015532524807	0	0	0	0	Background	0	1	1	0.6931471805599453	-1.1093821197028577	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:12398	TTF2	ENSG00000116830	TTF2	chr1	117602925	117650075	+	KNOWN	47151	10.76111049674444	13400	9196	10212	14343	0	0	47151	0.4116137515641238	-0.707290642066509	0	0	0	0	Background	4	0	4	1.6094379124341003	-0.44459623847367125	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:19018	TRIM45	ENSG00000134253	TRIM45	chr1	117653682	117665209	-	KNOWN	11528	9.352534137679358	3157	2801	2605	2965	0	0	11528	0.46894517696044413	0.015105760756746698	0	0	0	0	Background	7	1	8	2.1972245773362196	-0.018146136547521275	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:28873	VTCN1	ENSG00000134258	VTCN1	chr1	117686209	117753556	-	KNOWN	67348	11.11762848577769	19991	14219	14341	18797	0	0	67348	0.42406604501989664	-0.5503873043740324	0	0	0	0	Background	27	0	27	3.332204510175204	0.8053028066569311	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:6822	MAN1A2	ENSG00000198162	MAN1A2	chr1	117910071	118071494	+	KNOWN	161424	11.99178972264816	49866	26614	30432	54512	0	0	161424	0.3533923084547527	-1.440901585430354	0	0	0	0	Background	7	1	8	2.1972245773362196	-0.018146136547521275	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:24712	TENT5C	ENSG00000183508	FAM46C	chr1	118148556	118170994	+	KNOWN	22439	10.018555795363802	5738	4836	5072	6793	0	0	22439	0.44155265386158027	-0.33004979771890647	0	0	0	0	Background	11	0	11	2.4849066497880004	0.19057253035149305	ENSEMBL_PRIMARY+NO_EXACT_APPROVED
HGNC:18010	GDAP2	ENSG00000196505	GDAP2	chr1	118406107	118472253	-	KNOWN	66147	11.09963481704077	21805	12306	11869	20167	0	0	66147	0.36547386880735333	-1.2886696170312062	0	0	0	0	Background	0	0	0	0.0	-1.6122732253539795	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:12755	WDR3	ENSG00000065183	WDR3	chr1	118472343	118509165	+	KNOWN	36823	10.513877928925865	10959	6324	7282	12258	0	0	36823	0.36949732504141436	-1.23797263382679	0	0	0	0	Background	6	2	8	2.1972245773362196	-0.018146136547521275	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:26620	SPAG17	ENSG00000155761	SPAG17	chr1	118496484	118727846	-	KNOWN	231363	12.351743184673447	72795	42928	43888	71752	0	0	231363	0.3752371813989272	-1.1656483970452012	0	0	0	0	Background	22	0	22	3.1354942159291497	0.6625858482088827	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:11594	TBX15	ENSG00000092607	TBX15	chr1	119425669	119532179	-	KNOWN	106511	11.576003545182923	32820	22382	21416	29893	0	0	106511	0.41120635427326757	-0.7124239931981093	0	0	0	0	Background	2	0	2	1.0986122886681096	-0.8152096809507505	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:12730	WARS2	ENSG00000116874	WARS2	chr1	119573839	119683294	-	KNOWN	109456	11.60327792100078	34903	21349	20360	32844	0	0	109456	0.3810572284753691	-1.092313728611273	0	0	0	0	Background	10	1	11	2.4849066497880004	0.19057253035149305	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:4810	HAO2	ENSG00000116882	HAO2	chr1	119911402	119936753	+	KNOWN	25352	10.140612901370757	7369	5363	5160	7460	0	0	25352	0.41507573366992745	-0.6636684330845644	0	0	0	0	Background	5	1	6	1.9459101490553132	-0.2004794046453124	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:5218	HSD3B2	ENSG00000203859	HSD3B2	chr1	119957554	119965658	+	KNOWN	8105	9.000236434169777	2287	1873	1677	2268	0	0	8105	0.4380012338062924	-0.3747989567554961	0	0	0	0	Background	9	2	11	2.4849066497880004	0.19057253035149305	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:5217	HSD3B1	ENSG00000203857	HSD3B1	chr1	120049821	120057681	+	KNOWN	7861	8.969669103793757	2203	1865	1636	2157	0	0	7861	0.4453631853453759	-0.282035742291019	0	0	0	0	Background	18	2	20	3.044522437723423	0.5965841397579168	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:32034	ZNF697	ENSG00000143067	ZNF697	chr1	120162045	120190396	-	KNOWN	28352	10.252452853404808	8323	6536	6033	7460	0	0	28352	0.4433196952595937	-0.3077844460249539	0	0	0	0	Background	1	1	2	1.0986122886681096	-0.8152096809507505	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:8923	PHGDH	ENSG00000092621	PHGDH	chr1	120202421	120286838	+	KNOWN	84418	11.343535927987384	21936	18346	18947	25189	0	0	84418	0.44176597408135704	-0.3273618868855209	0	0	0	0	Background	9	1	10	2.3978952727983707	0.12744416626698069	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:5008	HMGCS2	ENSG00000134240	HMGCS2	chr1	120290619	120311528	-	KNOWN	20910	9.94798279242268	5894	4577	4176	6263	0	0	20910	0.4186035389765662	-0.6192168283013315	0	0	0	0	Background	61	2	63	4.1588830833596715	1.4050734085527505	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:22977	REG4	ENSG00000134193	REG4	chr1	120336641	120354283	-	KNOWN	17643	9.778094383128066	4872	3933	3764	5074	0	0	17643	0.43626367397834837	-0.3966928301542471	0	0	0	0	Background	0	0	0	0.0	-1.6122732253539795	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:208	ADAM30	ENSG00000134249	ADAM30	chr1	120436156	120439118	-	KNOWN	2963	7.993957547573565	799	681	617	866	0	0	2963	0.43806952413094835	-0.37393847431435573	0	0	0	0	Background	9	1	10	2.3978952727983707	0.12744416626698069	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:7882	NOTCH2	ENSG00000134250	NOTCH2	chr1	120454176	120612240	-	KNOWN	158065	11.970761619815512	51543	32645	30164	43713	0	0	158065	0.39736184481067915	-0.8868697490028882	0	0	0	0	Background	124	7	131	4.882801922586371	1.930289921972453	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:24805	RUMY2	ENSG00000188610	FAM72B	chr1	120837756	120855681	+	KNOWN	17926	9.794007451917308	5105	3697	3754	5370	0	0	17926	0.4156532411023095	-0.6563916335130808	0	0	0	0	Background	0	0	0	0.0	-1.6122732253539795	ENSEMBL_PRIMARY+NO_EXACT_APPROVED
HGNC:3614	FCGR1BP	ENSG00000198019	FCGR1B	chr1	120926979	120935937	-	KNOWN	8959	9.100413892597578	2711	1818	1950	2480	0	0	8959	0.4205826543140976	-0.5942792693496443	0	0	0	0	Background	27	2	29	3.4011973816621555	0.8553584115806797	ENSEMBL_PRIMARY+NO_EXACT_APPROVED
HGNC:33996	PPIAL4G	ENSG00000236334	PPIAL4G	chr1	143767144	143767881	-	KNOWN	738	6.6039438246004725	206	167	174	191	0	0	738	0.462059620596206	-0.0716547046350952	0	0	0	0	Background	1	0	1	0.6931471805599453	-1.1093821197028577	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:33593	RUMY4	ENSG00000215784	FAM72D	chr1	143896452	143913143	-	KNOWN	16692	9.722684841711443	5147	3348	3361	4836	0	0	16692	0.4019290678169183	-0.8293211105765615	0	0	0	0	Background	0	0	0	0.0	-1.6122732253539795	ENSEMBL_PRIMARY+NO_EXACT_APPROVED
HGNC:32000	NBPF20	ENSG00000162825	NBPF8	chr1	144146808	144224481	+	PUTATIVE	77674	11.260275860023242	18977	16912	17428	24357	0	0	77674	0.4421041790045575	-0.3231003842585024	0	0	0	0	Background	0	0	0	0.0	-1.6122732253539795	
HGNC:31991	NBPF9	ENSG00000168614	NBPF9	chr1	144811744	144830413	+	KNOWN	18670	9.834673236535767	4712	3974	4153	5831	0	0	18670	0.4352972683449384	-0.4088698857292211	0	0	0	0	Background	0	0	0	0.0	-1.6122732253539795	EXACT_APPROVED_FALLBACK
HGNC:15580	PDE4DIP	ENSG00000178104	PDE4DIP	chr1	144836157	145076186	-	KNOWN	240030	12.388519194512279	74290	50224	48160	67356	0	0	240030	0.40988209807107445	-0.7291100935395478	0	0	0	0	Background	22	0	22	3.1354942159291497	0.6625858482088827	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:31992	NBPF10	ENSG00000163386	NBPF10	chr1	145289772	145370303	+	KNOWN	80532	11.296409899946239	20368	17419	17969	24776	0	0	80532	0.43942780509611085	-0.3568236498271965	0	0	0	0	Background	0	0	0	0.0	-1.6122732253539795	EXACT_APPROVED_FALLBACK
HGNC:4887	HJV	ENSG00000168509	HFE2	chr1	145413095	145417545	+	KNOWN	4451	8.400884069015854	1092	1158	1025	1176	0	0	4451	0.49045158391372723	0.28609415696888596	0	0	0	0	Background	20	1	21	3.091042453358316	0.6303352719181025	ENSEMBL_PRIMARY+NO_EXACT_APPROVED
HGNC:16952	TXNIP	ENSG00000117289	TXNIP	chr1	145438469	145442635	+	KNOWN	4167	8.334951631422454	1087	846	925	1309	0	0	4167	0.4250059995200384	-0.538543542509993	0	0	0	0	Background	31	4	35	3.58351893845611	0.987636074754722	EXACT_APPROVED_FALLBACK
HGNC:28466	POLR3GL	ENSG00000121851	POLR3GL	chr1	145456236	145470388	-	KNOWN	14153	9.55768189473384	3961	3235	3119	3838	0	0	14153	0.44895075249063804	-0.23683111703168244	0	0	0	0	Background	2	7	9	2.302585092994046	0.058294867177450714	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:27639	ANKRD34A	ENSG00000181039	ANKRD34A	chr1	145470508	145475646	+	KNOWN	5139	8.54461378699223	1148	1480	1393	1118	0	0	5139	0.5590581825257832	1.150561762731033	0	0	0	0	Background	0	0	0	0.0	-1.6122732253539795	EXACT_APPROVED_FALLBACK
HGNC:28715	LIX1L	ENSG00000152022	LIX1L	chr1	145477085	145501669	+	KNOWN	24585	10.10989177984604	6511	5516	5204	7354	0	0	24585	0.4360382346959528	-0.3995334454979579	0	0	0	0	Background	0	0	0	0.0	-1.6122732253539795	EXACT_APPROVED_FALLBACK
HGNC:9905	RBM8A	ENSG00000131795	RBM8A	chr1	145507598	145513536	+	KNOWN	5939	8.68929604801586	1649	1180	1419	1691	0	0	5939	0.4376157602289948	-0.37965606127885737	0	0	0	0	Background	30	5	35	3.58351893845611	0.987636074754722	EXACT_APPROVED_FALLBACK
HGNC:8853	PEX11B	ENSG00000131779	PEX11B	chr1	145516252	145523730	+	KNOWN	7479	8.919854372191667	1906	1594	1808	2171	0	0	7479	0.4548736462093863	-0.16220054423237404	0	0	0	0	Background	5	1	6	1.9459101490553132	-0.2004794046453124	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:6135	ITGA10	ENSG00000143127	ITGA10	chr1	145524891	145543868	+	KNOWN	18978	9.851035692533705	4853	4381	4806	4938	0	0	18978	0.4840868373906629	0.20589608128248224	0	0	0	0	Background	3	2	5	1.791759469228055	-0.31231857529962875	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:26323	ANKRD35	ENSG00000198483	ANKRD35	chr1	145549230	145568526	+	KNOWN	19297	9.867704922396356	5104	4398	4901	4894	0	0	19297	0.4818883764315697	0.17819468928642299	0	0	0	0	Background	0	0	0	0.0	-1.6122732253539795	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:16861	PIAS3	ENSG00000131788	PIAS3	chr1	145575233	145586546	+	KNOWN	11314	9.333796175903101	2425	3032	2883	2974	0	0	11314	0.5228036061516705	0.6937411730196716	0	0	0	0	Background	16	6	22	3.1354942159291497	0.6625858482088827	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:26618	NUDT17	ENSG00000186364	NUDT17	chr1	145586115	145589439	-	KNOWN	3325	8.109224953089955	701	912	887	825	0	0	3325	0.5410526315789473	0.9236854005103246	0	0	0	0	Background	16	0	16	2.833213344056216	0.4432754821902792	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:30076	POLR3C	ENSG00000186141	POLR3C	chr1	145592605	145611025	-	KNOWN	18421	9.821246597152218	4984	4118	3825	5494	0	0	18421	0.43119266055045874	-0.46058940753135535	1	0	0	0	IEI_only	16	7	23	3.1780538303479458	0.6934636360026148	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:18154	RNF115	ENSG00000121848	RNF115	chr1	145611036	145696218	+	KNOWN	85183	11.352557162392113	23736	16666	19038	25743	0	0	85183	0.41914466501531994	-0.6123984472621818	0	0	0	0	Background	16	1	17	2.8903717578961645	0.4847449691036002	EXACT_APPROVED_FALLBACK
HGNC:17013	CD160	ENSG00000117281	CD160	chr1	145695798	145715614	-	KNOWN	19817	9.894295434167212	5513	4008	4321	5975	0	0	19817	0.4202957057072211	-0.5978949241143702	0	0	0	0	Background	74	1	75	4.330733340286331	1.529753949909729	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:8821	PDZK1	ENSG00000174827	PDZK1	chr1	145726918	145764074	+	KNOWN	37157	10.522907457698913	9683	7965	8618	10891	0	0	37157	0.4462954490405576	-0.2702888873118085	0	0	0	0	Background	25	0	25	3.258096538021482	0.7515361015484414	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:31984	GPHRA	ENSG00000117262	GPR89A	chr1	145764411	145827103	-	KNOWN	62693	11.046005077645276	20282	12290	12102	18019	0	0	62693	0.3890705501411641	-0.9913430182893298	0	0	0	0	Background	22	0	22	3.1354942159291497	0.6625858482088827	ENSEMBL_PRIMARY+NO_EXACT_APPROVED
HGNC:31993	NBPF11	ENSG00000152042	NBPF11	chr1	146032647	146082765	-	KNOWN	50119	10.822155456696034	14445	11482	11297	12895	0	0	50119	0.45449829406013686	-0.16693011515330178	0	0	0	0	Background	0	0	0	0.0	-1.6122732253539795	EXACT_APPROVED_FALLBACK
HGNC:24297	NBPF12	ENSG00000186275	NBPF12	chr1	146373546	146467744	+	KNOWN	94199	11.453164844796854	24168	20572	20937	28522	0	0	94199	0.44065223622331445	-0.3413953810255372	0	0	0	0	Background	0	0	0	0.0	-1.6122732253539795	EXACT_APPROVED_FALLBACK
HGNC:9379	PRKAB2	ENSG00000131791	PRKAB2	chr1	146626685	146644129	-	KNOWN	17445	9.766808353620874	5761	3647	3302	4735	0	0	17445	0.39833763255947263	-0.874574475428674	0	0	0	0	Background	4	9	13	2.639057329615259	0.3024117010058096	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:3773	FMO5	ENSG00000131781	FMO5	chr1	146646930	146714700	-	KNOWN	67771	11.123889653812942	19622	13873	13763	20513	0	0	67771	0.4077850407991619	-0.7555337629193294	0	0	0	0	Background	7	0	7	2.0794415416798357	-0.10359990840061446	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:1916	CHD1L	ENSG00000131778	CHD1L	chr1	146714291	146767443	+	KNOWN	53153	10.88092982620353	14514	10311	11090	17238	0	0	53153	0.40263014317159895	-0.8204873111231494	0	0	0	0	Background	1	2	3	1.3862943611198906	-0.6064910140517361	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:1008	BCL9	ENSG00000116128	BCL9	chr1	147013182	147098017	+	KNOWN	84836	11.348475259995237	23774	17352	18351	25359	0	0	84836	0.4208472818143241	-0.5909448684878085	0	0	0	0	Background	2	2	4	1.6094379124341003	-0.44459623847367125	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:29609	ACP6	ENSG00000162836	ACP6	chr1	147101453	147142618	-	KNOWN	41166	10.625367951918946	12002	9213	8772	11179	0	0	41166	0.4368896662294126	-0.388805104578998	0	0	0	0	Background	9	1	10	2.3978952727983707	0.12744416626698069	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:4279	GJA5	ENSG00000143140	GJA5	chr1	147228332	147245484	-	KNOWN	17153	9.749928364409826	4676	3985	3932	4560	0	0	17153	0.4615519151168892	-0.07805197470847518	0	0	0	0	Background	71	1	72	4.290459441148391	1.500534490847659	EXACT_APPROVED_FALLBACK
HGNC:4281	GJA8	ENSG00000121634	GJA8	chr1	147374946	147381393	+	KNOWN	6448	8.771525284186465	1711	1435	1480	1822	0	0	6448	0.45207816377171217	-0.19742461974020178	0	0	0	0	Background	1	1	2	1.0986122886681096	-0.8152096809507505	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:13840	GPHRB	ENSG00000188092	GPR89B	chr1	147400506	147465753	+	KNOWN	65248	11.085950673374182	18499	12886	13163	20700	0	0	65248	0.39923062775870527	-0.8633224175005015	0	0	0	0	Background	20	0	20	3.044522437723423	0.5965841397579168	ENSEMBL_PRIMARY+NO_EXACT_APPROVED
HGNC:24369	PPIAL4A	ENSG00000255963	PPIAL4A	chr1	147954635	147955419	-	KNOWN	785	6.665683717782408	224	179	175	207	0	0	785	0.45095541401273886	-0.2115716670453443	0	0	0	0	Background	1	0	1	0.6931471805599453	-1.1093821197028577	EXACT_APPROVED_FALLBACK
HGNC:25232	NBPF14	ENSG00000122497	NBPF14	chr1	148003642	148025863	-	KNOWN	22222	10.008838068143953	6997	4906	4810	5509	0	0	22222	0.43722437224372246	-0.3845876894516172	0	0	0	0	Background	0	0	0	0.0	-1.6122732253539795	EXACT_APPROVED_FALLBACK
HGNC:33998	PPIAL4D	ENSG00000256374	PPIAL4D	chr1	148201752	148202536	-	KNOWN	785	6.665683717782408	219	182	177	207	0	0	785	0.4573248407643312	-0.13131461881064527	0	0	0	0	Background	1	0	1	0.6931471805599453	-1.1093821197028577	EXACT_APPROVED_FALLBACK
HGNC:28791	NBPF15	ENSG00000243452	NBPF15	chr1	148555979	148596267	+	KNOWN	40289	10.603833757822766	10592	8514	8719	12464	0	0	40289	0.42773461738936186	-0.5041619844054737	0	0	0	0	Background	0	0	0	0.0	-1.6122732253539795	EXACT_APPROVED_FALLBACK
HGNC:33995	PPIAL4C	ENSG00000198161	PPIAL4C	chr1	149553003	149553787	+	KNOWN	785	6.665683717782408	207	176	180	222	0	0	785	0.4535031847133758	-0.1794688477514647	0	0	0	0	Background	1	0	1	0.6931471805599453	-1.1093821197028577	EXACT_APPROVED_FALLBACK
HGNC:3613	FCGR1A	ENSG00000150337	FCGR1A	chr1	149754227	149764074	+	KNOWN	9848	9.19502366786429	2765	2106	2023	2954	0	0	9848	0.41927294882209587	-0.6107820255542828	0	0	0	0	Background	32	8	40	3.713572066704308	1.0819920258317923	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:24700	H2BC18	ENSG00000203814	HIST2H2BF	chr1	149754245	149783928	-	KNOWN	29684	10.298363459090025	8666	6245	6193	8580	0	0	29684	0.419013610025603	-0.6140497868632662	0	0	0	0	Background	8	6	14	2.70805020110221	0.3524673059295579	ENSEMBL_PRIMARY+NO_EXACT_APPROVED
HGNC:25311	H3C13	ENSG00000183598	HIST2H3D	chr1	149784826	149785236	-	KNOWN	411	6.018593214496234	53	139	138	81	0	0	411	0.6739659367396593	2.598440438811021	0	0	0	0	Background	4	48	52	3.970291913552122	1.2682470251229836	ENSEMBL_PRIMARY+NO_EXACT_APPROVED
HGNC:20503	H3C14	ENSG00000203811	HIST2H3C	chr1	149811110	149812765	-	KNOWN	1656	7.412160334945205	321	530	484	321	0	0	1656	0.6123188405797102	1.8216650455150285	0	0	0	0	Background	0	48	48	3.8918202981106265	1.2113144160633549	ENSEMBL_PRIMARY+NO_EXACT_APPROVED
HGNC:20505	H3C15	ENSG00000203852	HIST2H3A	chr1	149824181	149825836	+	KNOWN	1656	7.412160334945205	321	484	530	321	0	0	1656	0.6123188405797102	1.8216650455150285	0	0	0	0	Background	0	48	48	3.8918202981106265	1.2113144160633549	ENSEMBL_PRIMARY+NO_EXACT_APPROVED
HGNC:4760	H2BC21	ENSG00000184678	HIST2H2BE	chr1	149856010	149858232	-	KNOWN	2223	7.706612913964197	658	501	565	499	0	0	2223	0.47953216374269003	0.14850556924507108	0	0	0	0	Background	13	57	70	4.2626798770413155	1.4803799030485312	ENSEMBL_PRIMARY+NO_EXACT_APPROVED
HGNC:4738	H2AC20	ENSG00000184260	HIST2H2AC	chr1	149858525	149858961	+	KNOWN	437	6.07993319509559	110	140	126	61	0	0	437	0.6086956521739131	1.776011579671377	0	0	0	0	Background	4	55	59	4.0943445622221	1.3582495172318012	ENSEMBL_PRIMARY+NO_EXACT_APPROVED
HGNC:20508	H2AC21	ENSG00000184270	HIST2H2AB	chr1	149859019	149859466	-	KNOWN	448	6.104793232414985	72	138	134	104	0	0	448	0.6071428571428571	1.7564458085955252	0	0	0	0	Background	4	9	13	2.639057329615259	0.3024117010058096	ENSEMBL_PRIMARY+NO_EXACT_APPROVED
HGNC:24263	BOLA1	ENSG00000178096	BOLA1	chr1	149859440	149872351	+	KNOWN	12912	9.46591239050973	3572	3101	2768	3471	0	0	12912	0.4545384138785626	-0.16642459113549976	0	0	0	0	Background	9	0	9	2.302585092994046	0.058294867177450714	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:20566	SV2A	ENSG00000159164	SV2A	chr1	149874870	149889434	-	KNOWN	14565	9.586376669393536	3826	4016	3588	3135	0	0	14565	0.5220734637830415	0.6845411188260024	0	0	0	0	Background	18	0	18	2.9444389791664403	0.5239717386074854	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:10771	SF3B4	ENSG00000143368	SF3B4	chr1	149895209	149900236	-	KNOWN	5028	8.522777569710138	1512	1068	1366	1082	0	0	5028	0.48408910103420844	0.20592460399831003	0	0	0	0	Background	13	5	18	2.9444389791664403	0.5239717386074854	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:24307	MTMR11	ENSG00000014914	MTMR11	chr1	149900543	149908791	-	KNOWN	8249	9.017847259860732	2296	1966	2160	1827	0	0	8249	0.5001818402230573	0.4086988560116469	0	0	0	0	Background	0	0	0	0.0	-1.6122732253539795	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:16683	OTUD7B	ENSG00000163113	OTUD7B	chr1	149909705	149982625	-	KNOWN	72921	11.197131942357371	20976	16758	14179	21008	0	0	72921	0.42425364435484975	-0.5480234858607941	0	0	0	0	Background	21	4	25	3.258096538021482	0.7515361015484414	EXACT_APPROVED_FALLBACK
HGNC:14579	VPS45	ENSG00000136631	VPS45	chr1	150039369	150117505	+	KNOWN	78137	11.266218975243431	23447	15423	15147	24120	0	0	78137	0.3912359061648131	-0.9640587602841889	1	0	0	0	IEI_only	1	3	4	1.6094379124341003	-0.44459623847367125	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:24310	PLEKHO1	ENSG00000023902	PLEKHO1	chr1	150121373	150136916	+	KNOWN	15544	9.651429991057276	3820	4101	3922	3701	0	0	15544	0.5161477097272259	0.6098745047597267	0	0	0	0	Background	2	0	2	1.0986122886681096	-0.8152096809507505	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:16673	ANP32E	ENSG00000143401	ANP32E	chr1	150190717	150208504	-	KNOWN	17788	9.786279351630586	5536	3934	3639	4679	0	0	17788	0.42573645154036427	-0.5293395865945303	0	0	0	0	Background	1	0	1	0.6931471805599453	-1.1093821197028577	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:1372	CA14	ENSG00000118298	CA14	chr1	150229554	150237478	+	KNOWN	7925	8.977777598745481	1940	2070	1960	1955	0	0	7925	0.5085173501577287	0.5137292534050208	0	0	0	0	Background	0	1	1	0.6931471805599453	-1.1093821197028577	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:29509	APH1A	ENSG00000117362	APH1A	chr1	150237804	150241980	-	KNOWN	4177	8.337348564497175	1113	1132	1117	815	0	0	4177	0.5384247067273162	0.8905726103331246	0	1	1	0	ASD_only	9	12	21	3.091042453358316	0.6303352719181025	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:26258	C1orf54	ENSG00000118292	C1orf54	chr1	150240600	150253327	+	KNOWN	12728	9.451559570017622	3785	2503	3410	3030	0	0	12728	0.46456631049654307	-0.040069518073291684	0	0	0	0	Background	0	0	0	0.0	-1.6122732253539795	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:25200	CIART	ENSG00000159208	C1orf51	chr1	150254953	150259505	+	KNOWN	4553	8.423541635334782	1125	1054	1107	1267	0	0	4553	0.4746321106962442	0.08676315363398501	0	0	0	0	Background	8	0	8	2.1972245773362196	-0.018146136547521275	ENSEMBL_PRIMARY+NO_EXACT_APPROVED
HGNC:14046	MRPS21	ENSG00000187145	MRPS21	chr1	150266289	150281414	+	KNOWN	15126	9.624170396415975	3821	3454	3566	4285	0	0	15126	0.4641015470051567	-0.045925703786801414	0	0	0	0	Background	4	4	8	2.1972245773362196	-0.018146136547521275	EXACT_APPROVED_FALLBACK
HGNC:17348	PRPF3	ENSG00000117360	PRPF3	chr1	150293925	150325671	+	KNOWN	31747	10.36555351166757	8237	6795	7234	9481	0	0	31747	0.4419000220493275	-0.32567283469122754	0	0	0	0	Background	13	1	14	2.70805020110221	0.3524673059295579	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:29039	RPRD2	ENSG00000163125	RPRD2	chr1	150335567	150449042	+	KNOWN	113476	11.639346639799607	32166	23009	24379	33922	0	0	113476	0.4176037223730128	-0.6318148740135581	0	0	0	0	Background	3	1	4	1.6094379124341003	-0.44459623847367125	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
