db	term_id	term_name	set_label	M_universe	N_set_bg	n_genes_raw	n_genes_bg	in_size_range	tested	n_overlap	p_value	FDR	overlap_genes
GO_BP	Facultative Heterochromatin Formation (GO:0140718)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	17	13	TRUE	TRUE	0	1	1	
GO_BP	Fat Cell Differentiation (GO:0045444)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	62	62	TRUE	TRUE	0	1	1	
GO_BP	Fat-Soluble Vitamin Catabolic Process (GO:0042363)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	8	8	FALSE	FALSE	0	NA	NA	
GO_BP	Fat-Soluble Vitamin Metabolic Process (GO:0006775)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	24	24	TRUE	TRUE	0	1	1	
GO_BP	Fatty Acid Alpha-Oxidation (GO:0001561)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	7	6	FALSE	FALSE	0	NA	NA	
GO_BP	Fatty Acid Beta-Oxidation (GO:0006635)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	49	47	TRUE	TRUE	0	1	1	
GO_BP	Fatty Acid Beta-Oxidation Using acyl-CoA Dehydrogenase (GO:0033539)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	10	10	TRUE	TRUE	0	1	1	
GO_BP	Fatty Acid Beta-Oxidation Using acyl-CoA Oxidase (GO:0033540)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	11	11	TRUE	TRUE	0	1	1	
GO_BP	Fatty Acid Biosynthetic Process (GO:0006633)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	65	62	TRUE	TRUE	0	1	1	
GO_BP	Fatty Acid Catabolic Process (GO:0009062)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	61	58	TRUE	TRUE	0	1	1	
GO_BP	Fatty Acid Derivative Biosynthetic Process (GO:1901570)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	28	19	TRUE	TRUE	0	1	1	
GO_BP	Fatty Acid Elongation (GO:0030497)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	12	12	TRUE	TRUE	0	1	1	
GO_BP	Fatty Acid Elongation, Monounsaturated Fatty Acid (GO:0034625)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	6	6	FALSE	FALSE	0	NA	NA	
GO_BP	Fatty Acid Elongation, Polyunsaturated Fatty Acid (GO:0034626)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	6	6	FALSE	FALSE	0	NA	NA	
GO_BP	Fatty Acid Elongation, Saturated Fatty Acid (GO:0019367)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	6	6	FALSE	FALSE	0	NA	NA	
GO_BP	Fatty Acid Elongation, Unsaturated Fatty Acid (GO:0019368)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	6	6	FALSE	FALSE	0	NA	NA	
GO_BP	Fatty Acid Homeostasis (GO:0055089)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	10	10	TRUE	TRUE	0	1	1	
GO_BP	Fatty Acid Metabolic Process (GO:0006631)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	122	117	TRUE	TRUE	0	1	1	
GO_BP	Fatty Acid Oxidation (GO:0019395)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	52	49	TRUE	TRUE	0	1	1	
GO_BP	Fatty Acid Transmembrane Transport (GO:1902001)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	12	12	TRUE	TRUE	0	1	1	
GO_BP	Fatty Acid Transport (GO:0015908)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	38	37	TRUE	TRUE	0	1	1	
GO_BP	fatty-acyl-CoA Biosynthetic Process (GO:0046949)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	25	22	TRUE	TRUE	0	1	1	
GO_BP	fatty-acyl-CoA Catabolic Process (GO:0036115)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	5	5	FALSE	FALSE	0	NA	NA	
GO_BP	fatty-acyl-CoA Metabolic Process (GO:0035337)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	18	14	TRUE	TRUE	0	1	1	
GO_BP	Female Gamete Generation (GO:0007292)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	32	29	TRUE	TRUE	0	1	1	
GO_BP	Female Gonad Development (GO:0008585)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	5	5	FALSE	FALSE	0	NA	NA	
GO_BP	Fibrinolysis (GO:0042730)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	12	12	TRUE	TRUE	0	1	1	
GO_BP	Fibroblast Growth Factor Receptor Signaling Pathway (GO:0008543)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	39	38	TRUE	TRUE	0	1	1	
GO_BP	Filopodium Assembly (GO:0046847)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	17	16	TRUE	TRUE	0	1	1	
GO_BP	Fluid Transport (GO:0042044)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	19	16	TRUE	TRUE	0	1	1	
GO_BP	Foam Cell Differentiation (GO:0090077)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	7	7	FALSE	FALSE	0	NA	NA	
GO_BP	Focal Adhesion Assembly (GO:0048041)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	21	21	TRUE	TRUE	0	1	1	
GO_BP	Folic Acid Metabolic Process (GO:0046655)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	12	12	TRUE	TRUE	0	1	1	
GO_BP	Folic Acid Transport (GO:0015884)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	7	7	FALSE	FALSE	0	NA	NA	
GO_BP	Folic Acid-Containing Compound Metabolic Process (GO:0006760)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	15	15	TRUE	TRUE	0	1	1	
GO_BP	Forebrain Neuron Development (GO:0021884)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	6	5	FALSE	FALSE	0	NA	NA	
GO_BP	Forebrain Neuron Differentiation (GO:0021879)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	5	5	FALSE	FALSE	0	NA	NA	
GO_BP	Forelimb Morphogenesis (GO:0035136)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	9	9	FALSE	FALSE	0	NA	NA	
GO_BP	Formation Of Cytoplasmic Translation Initiation Complex (GO:0001732)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	14	13	TRUE	TRUE	0	1	1	
GO_BP	Formation Of Extrachromosomal Circular DNA (GO:0001325)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	10	9	FALSE	FALSE	0	NA	NA	
GO_BP	Formation Of Translation Preinitiation Complex (GO:0001731)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	8	4	FALSE	FALSE	0	NA	NA	
GO_BP	Free Ubiquitin Chain Polymerization (GO:0010994)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	6	6	FALSE	FALSE	0	NA	NA	
GO_BP	Fructose 1,6-Bisphosphate Metabolic Process (GO:0030388)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	8	8	FALSE	FALSE	0	NA	NA	
GO_BP	Fructose 6-Phosphate Metabolic Process (GO:0006002)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	9	9	FALSE	FALSE	0	NA	NA	
GO_BP	Fructose Metabolic Process (GO:0006000)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	7	7	FALSE	FALSE	0	NA	NA	
GO_BP	Fructose Transmembrane Transport (GO:0015755)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	7	6	FALSE	FALSE	0	NA	NA	
GO_BP	Fucose Catabolic Process (GO:0019317)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	8	7	FALSE	FALSE	0	NA	NA	
GO_BP	Galactolipid Biosynthetic Process (GO:0019375)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	5	5	FALSE	FALSE	0	NA	NA	
GO_BP	Galactose Metabolic Process (GO:0006012)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	6	5	FALSE	FALSE	0	NA	NA	
GO_BP	Galactosylceramide Biosynthetic Process (GO:0006682)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	5	5	FALSE	FALSE	0	NA	NA	
GO_BP	Galactosylceramide Metabolic Process (GO:0006681)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	7	7	FALSE	FALSE	0	NA	NA	
GO_BP	Gamma-Aminobutyric Acid Metabolic Process (GO:0009448)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	5	5	FALSE	FALSE	0	NA	NA	
GO_BP	Gamma-Aminobutyric Acid Signaling Pathway (GO:0007214)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	20	18	TRUE	TRUE	0	1	1	
GO_BP	Gamma-Aminobutyric Acid Transport (GO:0015812)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	6	5	FALSE	FALSE	0	NA	NA	
GO_BP	Gamma-Delta T Cell Activation (GO:0046629)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	12	8	FALSE	FALSE	0	NA	NA	
GO_BP	Ganglion Development (GO:0061548)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	11	11	TRUE	TRUE	0	1	1	
GO_BP	Ganglioside Biosynthetic Process (GO:0001574)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	15	15	TRUE	TRUE	0	1	1	
GO_BP	Ganglioside Catabolic Process (GO:0006689)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	6	6	FALSE	FALSE	0	NA	NA	
GO_BP	Ganglioside Metabolic Process (GO:0001573)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	19	18	TRUE	TRUE	0	1	1	
GO_BP	Gap Junction Assembly (GO:0016264)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	6	5	FALSE	FALSE	0	NA	NA	
GO_BP	Gas Transport (GO:0015669)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	15	15	TRUE	TRUE	0	1	1	
GO_BP	Gastrulation (GO:0007369)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	19	18	TRUE	TRUE	0	1	1	
GO_BP	Gastrulation With Mouth Forming Second (GO:0001702)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	5	5	FALSE	FALSE	0	NA	NA	
GO_BP	Gene Expression (GO:0010467)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	296	272	TRUE	TRUE	1	0.253440844472219	1	XRN2
GO_BP	Generation Of Neurons (GO:0048699)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	172	159	TRUE	TRUE	1	0.156595565433639	1	WNT3
GO_BP	Genitalia Development (GO:0048806)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	14	14	TRUE	TRUE	0	1	1	
GO_BP	Gland Development (GO:0048732)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	74	68	TRUE	TRUE	0	1	1	
GO_BP	Gland Morphogenesis (GO:0022612)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	6	4	FALSE	FALSE	0	NA	NA	
GO_BP	Glandular Epithelial Cell Development (GO:0002068)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	6	6	FALSE	FALSE	0	NA	NA	
GO_BP	Glial Cell Development (GO:0021782)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	23	23	TRUE	TRUE	0	1	1	
GO_BP	Glial Cell Differentiation (GO:0010001)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	34	34	TRUE	TRUE	1	0.0356395182338659	1	ADGRG6
GO_BP	Gliogenesis (GO:0042063)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	24	23	TRUE	TRUE	0	1	1	
GO_BP	Glomerular Epithelial Cell Development (GO:0072310)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	6	6	FALSE	FALSE	0	NA	NA	
GO_BP	Glomerular Epithelial Cell Differentiation (GO:0072311)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	5	4	FALSE	FALSE	0	NA	NA	
GO_BP	Glomerular Filtration (GO:0003094)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	13	9	FALSE	FALSE	0	NA	NA	
GO_BP	Glomerulus Vasculature Development (GO:0072012)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	5	5	FALSE	FALSE	0	NA	NA	
GO_BP	Glucan Biosynthetic Process (GO:0009250)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	9	8	FALSE	FALSE	0	NA	NA	
GO_BP	Glucan Catabolic Process (GO:0009251)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	6	6	FALSE	FALSE	0	NA	NA	
GO_BP	Glucan Metabolic Process (GO:0044042)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	8	8	FALSE	FALSE	0	NA	NA	
GO_BP	Glucocorticoid Biosynthetic Process (GO:0006704)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	5	5	FALSE	FALSE	0	NA	NA	
GO_BP	Glucocorticoid Metabolic Process (GO:0008211)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	7	7	FALSE	FALSE	0	NA	NA	
GO_BP	Gluconeogenesis (GO:0006094)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	32	28	TRUE	TRUE	0	1	1	
GO_BP	Glucosamine-Containing Compound Catabolic Process (GO:1901072)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	8	8	FALSE	FALSE	0	NA	NA	
GO_BP	Glucosamine-Containing Compound Metabolic Process (GO:1901071)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	14	12	TRUE	TRUE	0	1	1	
GO_BP	Glucose 6-Phosphate Metabolic Process (GO:0051156)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	18	17	TRUE	TRUE	0	1	1	
GO_BP	Glucose Homeostasis (GO:0042593)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	87	85	TRUE	TRUE	0	1	1	
GO_BP	Glucose Import (GO:0046323)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	12	10	TRUE	TRUE	0	1	1	
GO_BP	Glucose Metabolic Process (GO:0006006)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	59	52	TRUE	TRUE	0	1	1	
GO_BP	Glucose Transmembrane Transport (GO:1904659)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	22	20	TRUE	TRUE	0	1	1	
GO_BP	Glucuronate Metabolic Process (GO:0019585)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	15	10	TRUE	TRUE	0	1	1	
GO_BP	Glutamate Catabolic Process (GO:0006538)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	5	4	FALSE	FALSE	0	NA	NA	
GO_BP	Glutamate Metabolic Process (GO:0006536)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	20	19	TRUE	TRUE	0	1	1	
GO_BP	Glutamate Receptor Signaling Pathway (GO:0007215)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	35	33	TRUE	TRUE	0	1	1	
GO_BP	Glutamine Family Amino Acid Biosynthetic Process (GO:0009084)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	11	9	FALSE	FALSE	0	NA	NA	
GO_BP	Glutamine Family Amino Acid Catabolic Process (GO:0009065)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	15	14	TRUE	TRUE	0	1	1	
GO_BP	Glutamine Family Amino Acid Metabolic Process (GO:0009064)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	31	28	TRUE	TRUE	0	1	1	
GO_BP	Glutamine Metabolic Process (GO:0006541)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	13	12	TRUE	TRUE	0	1	1	
GO_BP	Glutamine Transport (GO:0006868)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	8	7	FALSE	FALSE	0	NA	NA	
GO_BP	Glutathione Biosynthetic Process (GO:0006750)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	6	6	FALSE	FALSE	0	NA	NA	
GO_BP	Glutathione Catabolic Process (GO:0006751)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	7	5	FALSE	FALSE	0	NA	NA	
GO_BP	Glycerol Ether Biosynthetic Process (GO:0046504)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	5	5	FALSE	FALSE	0	NA	NA	
GO_BP	Glycerol Metabolic Process (GO:0006071)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	11	9	FALSE	FALSE	0	NA	NA	
GO_BP	Glycerol Transmembrane Transport (GO:0015793)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	8	6	FALSE	FALSE	0	NA	NA	
GO_BP	Glycerol-3-Phosphate Metabolic Process (GO:0006072)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	6	5	FALSE	FALSE	0	NA	NA	
GO_BP	Glycerolipid Catabolic Process (GO:0046503)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	18	18	TRUE	TRUE	0	1	1	
GO_BP	Glycerolipid Metabolic Process (GO:0046486)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	9	9	FALSE	FALSE	0	NA	NA	
GO_BP	Glycerophospholipid Biosynthetic Process (GO:0046474)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	108	99	TRUE	TRUE	0	1	1	
GO_BP	Glycerophospholipid Catabolic Process (GO:0046475)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	27	25	TRUE	TRUE	0	1	1	
GO_BP	Glycerophospholipid Metabolic Process (GO:0006650)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	62	61	TRUE	TRUE	0	1	1	
GO_BP	Glycine Metabolic Process (GO:0006544)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	7	7	FALSE	FALSE	0	NA	NA	
GO_BP	Glycine Transport (GO:0015816)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	10	9	FALSE	FALSE	0	NA	NA	
GO_BP	Glycogen Biosynthetic Process (GO:0005978)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	9	8	FALSE	FALSE	0	NA	NA	
GO_BP	Glycogen Catabolic Process (GO:0005980)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	6	6	FALSE	FALSE	0	NA	NA	
GO_BP	Glycogen Metabolic Process (GO:0005977)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	19	18	TRUE	TRUE	0	1	1	
GO_BP	Glycolipid Biosynthetic Process (GO:0009247)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	43	42	TRUE	TRUE	0	1	1	
GO_BP	Glycolipid Metabolic Process (GO:0006664)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	33	33	TRUE	TRUE	0	1	1	
GO_BP	Glycolipid Transport (GO:0046836)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	5	5	FALSE	FALSE	0	NA	NA	
GO_BP	Glycolytic Process (GO:0006096)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	29	24	TRUE	TRUE	0	1	1	
GO_BP	Glycoprotein Biosynthetic Process (GO:0009101)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	80	75	TRUE	TRUE	0	1	1	
GO_BP	Glycoprotein Catabolic Process (GO:0006516)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	16	16	TRUE	TRUE	0	1	1	
GO_BP	Glycoprotein Metabolic Process (GO:0009100)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	53	52	TRUE	TRUE	0	1	1	
GO_BP	Glycosaminoglycan Biosynthetic Process (GO:0006024)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	58	57	TRUE	TRUE	0	1	1	
GO_BP	Glycosaminoglycan Catabolic Process (GO:0006027)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	15	14	TRUE	TRUE	0	1	1	
GO_BP	Glycosaminoglycan Metabolic Process (GO:0030203)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	28	27	TRUE	TRUE	0	1	1	
GO_BP	Glycoside Catabolic Process (GO:0016139)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	7	6	FALSE	FALSE	0	NA	NA	
GO_BP	Glycoside Metabolic Process (GO:0016137)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	5	4	FALSE	FALSE	0	NA	NA	
GO_BP	Glycosphingolipid Biosynthetic Process (GO:0006688)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	19	18	TRUE	TRUE	0	1	1	
GO_BP	Glycosphingolipid Catabolic Process (GO:0046479)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	9	8	FALSE	FALSE	0	NA	NA	
GO_BP	Glycosphingolipid Metabolic Process (GO:0006687)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	32	31	TRUE	TRUE	0	1	1	
GO_BP	Glycosyl Compound Biosynthetic Process (GO:1901659)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	5	4	FALSE	FALSE	0	NA	NA	
GO_BP	Glycosyl Compound Catabolic Process (GO:1901658)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	5	4	FALSE	FALSE	0	NA	NA	
GO_BP	Glycosylceramide Biosynthetic Process (GO:0046476)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	6	6	FALSE	FALSE	0	NA	NA	
GO_BP	Glycosylceramide Catabolic Process (GO:0046477)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	5	4	FALSE	FALSE	0	NA	NA	
GO_BP	Glycosylceramide Metabolic Process (GO:0006677)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	5	4	FALSE	FALSE	0	NA	NA	
GO_BP	Glyoxylate Metabolic Process (GO:0046487)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	5	5	FALSE	FALSE	0	NA	NA	
GO_BP	Gonad Development (GO:0008406)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	53	49	TRUE	TRUE	0	1	1	
GO_BP	Granulocyte Activation (GO:0036230)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	12	12	TRUE	TRUE	0	1	1	
GO_BP	Granulocyte Chemotaxis (GO:0071621)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	73	71	TRUE	TRUE	0	1	1	
GO_BP	Granulocyte Differentiation (GO:0030851)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	12	11	TRUE	TRUE	0	1	1	
GO_BP	Granulocyte Migration (GO:0097530)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	9	9	FALSE	FALSE	0	NA	NA	
GO_BP	Growth Hormone Receptor Signaling Pathway (GO:0060396)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	17	17	TRUE	TRUE	0	1	1	
GO_BP	Growth Hormone Receptor Signaling Pathway Via JAK-STAT (GO:0060397)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	7	7	FALSE	FALSE	0	NA	NA	
GO_BP	Guanine Nucleotide Transmembrane Transport (GO:1903790)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	5	5	FALSE	FALSE	0	NA	NA	
GO_BP	Hair Cell Differentiation (GO:0035315)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	7	7	FALSE	FALSE	0	NA	NA	
GO_BP	Heart Contraction (GO:0060047)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	41	38	TRUE	TRUE	0	1	1	
GO_BP	Heart Development (GO:0007507)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	171	159	TRUE	TRUE	0	1	1	
GO_BP	Heart Looping (GO:0001947)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	38	36	TRUE	TRUE	0	1	1	
GO_BP	Heart Morphogenesis (GO:0003007)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	59	58	TRUE	TRUE	0	1	1	
GO_BP	Heart Process (GO:0003015)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	16	16	TRUE	TRUE	0	1	1	
GO_BP	Heart Trabecula Formation (GO:0060347)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	6	6	FALSE	FALSE	0	NA	NA	
GO_BP	Heart Trabecula Morphogenesis (GO:0061384)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	18	18	TRUE	TRUE	0	1	1	
GO_BP	Heat Acclimation (GO:0010286)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	5	4	FALSE	FALSE	0	NA	NA	
GO_BP	Hematopoietic Progenitor Cell Differentiation (GO:0002244)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	28	28	TRUE	TRUE	0	1	1	
GO_BP	Hematopoietic Stem Cell Differentiation (GO:0060218)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	9	9	FALSE	FALSE	0	NA	NA	
GO_BP	Hematopoietic Stem Cell Proliferation (GO:0071425)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	10	10	TRUE	TRUE	0	1	1	
GO_BP	Heme Biosynthetic Process (GO:0006783)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	19	16	TRUE	TRUE	0	1	1	
GO_BP	Heme Catabolic Process (GO:0042167)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	10	10	TRUE	TRUE	0	1	1	
GO_BP	Heme Transport (GO:0015886)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	5	5	FALSE	FALSE	0	NA	NA	
GO_BP	Hemopoiesis (GO:0030097)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	101	95	TRUE	TRUE	0	1	1	
GO_BP	Hemostasis (GO:0007599)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	6	6	FALSE	FALSE	0	NA	NA	
GO_BP	Heparan Sulfate Proteoglycan Biosynthetic Process (GO:0015012)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	23	22	TRUE	TRUE	0	1	1	
GO_BP	Heparan Sulfate Proteoglycan Biosynthetic Process, Enzymatic Modification (GO:0015015)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	10	9	FALSE	FALSE	0	NA	NA	
GO_BP	Heparan Sulfate Proteoglycan Biosynthetic Process, Polysaccharide Chain Biosynthetic Process (GO:0015014)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	7	7	FALSE	FALSE	0	NA	NA	
GO_BP	Heparan Sulfate Proteoglycan Catabolic Process (GO:0030200)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	5	5	FALSE	FALSE	0	NA	NA	
GO_BP	Heparan Sulfate Proteoglycan Metabolic Process (GO:0030201)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	13	12	TRUE	TRUE	0	1	1	
GO_BP	Hepaticobiliary System Development (GO:0061008)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	23	23	TRUE	TRUE	0	1	1	
GO_BP	Hepatocyte Differentiation (GO:0070365)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	5	5	FALSE	FALSE	0	NA	NA	
GO_BP	Hepatocyte Growth Factor Receptor Signaling Pathway (GO:0048012)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	6	5	FALSE	FALSE	0	NA	NA	
GO_BP	Hepoxilin Biosynthetic Process (GO:0051122)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	7	6	FALSE	FALSE	0	NA	NA	
GO_BP	Hepoxilin Metabolic Process (GO:0051121)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	7	6	FALSE	FALSE	0	NA	NA	
